term,estimate,std.error,statistic,p.value,model
"phase2:c_age3mo[42,45)",-0.04361430329780389,0.09232112100786206,-0.4724195592695381,0.6366349747232537,m6a
"phase2:c_age3mo[45,48)",-0.10893127168504617,0.09235124659381645,-1.1795322283428695,0.23820707549019568,m6a
"phase2:c_age3mo[48,51)",-0.16338446607259954,0.09455793418520438,-1.7278768564527773,0.08403314946546993,m6a
"phase2:c_age3mo[51,54)",-0.19900987249258434,0.09417111241089257,-2.1132794059419573,0.0345951402756359,m6a
"phase2:c_age3mo[54,57)",-0.1461419937284759,0.0923785536397961,-1.5819904942256948,0.11367514208409092,m6a
"phase2:c_age3mo[57,60]",-0.21236294785784557,0.08437608754650502,-2.5168617558949844,0.011852005965557572,m6a
(Intercept),-1.4877436532872674,0.22493193893471605,-6.614194766351382,3.876334776897461e-11,m6a
phase2,-0.054766734788495745,0.09180643632808128,-0.596545699615006,0.5508207265128282,m6a
"c_age3mo[3,6)",-0.05256352994080209,0.06042613371036428,-0.8698807405542546,0.38438103162584347,m6a
"c_age3mo[6,9)",-0.293847595278753,0.06672050085036642,-4.404157515810064,1.070120748610476e-5,m6a
"c_age3mo[9,12)",-0.22704996327832444,0.06675476230987867,-3.4012549130854226,6.7271483914948e-4,m6a
"c_age3mo[12,15)",-0.29801903861973883,0.06417734620977253,-4.6436796816998696,3.4548242539184447e-6,m6a
"c_age3mo[15,18)",-0.4595638913449534,0.06720995290271486,-6.837735655166481,8.391056384786007e-12,m6a
"c_age3mo[18,21)",-0.446932008822479,0.07295249778808044,-6.126342789807841,9.241828251453564e-10,m6a
"c_age3mo[21,24)",-0.48956518149186745,0.07385298058177382,-6.628915686751406,3.5099625172778756e-11,m6a
"c_age3mo[24,27)",-0.3963789425309827,0.06931208768083985,-5.718756364058486,1.0957809717388028e-8,m6a
"c_age3mo[27,30)",-0.37821925246450544,0.06736956645143848,-5.614096577823973,2.0148240299959238e-8,m6a
"c_age3mo[30,33)",-0.46979922924021245,0.07058918275984885,-6.655399749257819,2.934259884380928e-11,m6a
"c_age3mo[33,36)",-0.6249398077297177,0.07810181584919688,-8.00160407200243,1.3276362561600122e-15,m6a
"c_age3mo[36,39)",-0.6292730128282759,0.07575072754808147,-8.307154705924846,1.072907811005763e-16,m6a
"c_age3mo[39,42)",-0.714110895155575,0.07800911399252511,-9.154198254629602,6.251843324532519e-20,m6a
"c_age3mo[42,45)",-0.6817668896657626,0.07684410629430698,-8.872077801967638,8.070966928713998e-19,m6a
"c_age3mo[45,48)",-0.690162176024872,0.07716753378030752,-8.94368579913066,4.2474567364617787e-19,m6a
"c_age3mo[48,51)",-0.5998872790769166,0.07414584471419236,-8.090639217737463,6.438646589292385e-16,m6a
"c_age3mo[51,54)",-0.7048351607712484,0.07946947733638451,-8.869256277951445,8.276877793775095e-19,m6a
"c_age3mo[54,57)",-0.6374766825710034,0.06983208101205139,-9.128708085628864,7.9024253346684e-20,m6a
"c_age3mo[57,60]",-0.7167721397103545,0.07678830024603092,-9.334392575611197,1.1719115699820654e-20,m6a
m_rural,-0.12128268808774607,0.028749706135945505,-4.218571400843204,2.4745816932081354e-5,m6a
factor(sdist)37,-0.016196745402945464,0.35694600224813633,-0.04537589803761426,0.9638083622204121,m6a
factor(sdist)38,0.08342244279214792,0.30321046361782716,0.2751304879019456,0.7832201952783244,m6a
factor(sdist)39,0.09986507250486523,0.3256738028777717,0.3066414050575185,0.7591210584854664,m6a
factor(sdist)40,-0.4686181510447411,0.31789616999196274,-1.4741232996188316,0.14047168943545377,m6a
factor(sdist)41,-0.5991659605575068,0.35121005168228087,-1.706004590949285,0.08803020248175175,m6a
factor(sdist)42,-0.11611493761984694,0.2993314941411991,-0.3879142017881814,0.6980856378240328,m6a
factor(sdist)44,0.1012082107076494,0.25780839081985074,0.39257143798073996,0.6946422299995298,m6a
factor(sdist)45,-0.20789806402569486,0.25583440714002015,-0.8126274583227214,0.41644599855142717,m6a
factor(sdist)46,0.03850868415364336,0.3092940117258594,0.12450510741790652,0.9009172085110002,m6a
factor(sdist)47,-0.07179262484429821,0.2725933011210678,-0.2633689989777581,0.7922701979075375,m6a
factor(sdist)48,-0.1514536022185829,0.28843685090523896,-0.5250840929071868,0.5995333476091358,m6a
factor(sdist)49,0.03885068524823091,0.34352163456990226,0.1130953085294699,0.9099566742637887,m6a
factor(sdist)50,-0.11729084049289173,0.305500475091816,-0.38393014105015977,0.7010362660598943,m6a
factor(sdist)51,-0.1620916704649458,0.3114158801012369,-0.520499052303473,0.6027243153204305,m6a
factor(sdist)52,-0.024783885132216563,0.33826526588841616,-0.07326760277063754,0.9415942559671737,m6a
factor(sdist)53,-0.12063404767763555,0.31399404464745073,-0.3841921518386828,0.700842079511039,m6a
factor(sdist)54,-0.34398040548010206,0.3465364035407875,-0.9926241571316342,0.3209109200901002,m6a
factor(sdist)55,-0.37661168849344634,0.39273798593705556,-0.9589387886554122,0.33760673805116537,m6a
factor(sdist)56,-0.08719260115759461,0.30090352992807984,-0.2897692864501618,0.7719971916591295,m6a
factor(sdist)57,0.5733389806486326,0.29050838502269344,1.9735711952129902,0.04845086069057052,m6a
factor(sdist)58,-0.23423360183588962,0.30977911905406513,-0.7561310218427256,0.44958382414745524,m6a
factor(sdist)59,0.062408534423998636,0.2876816167146,0.21693612242840044,0.8282614009773797,m6a
factor(sdist)60,-0.0791382657974609,0.33066146670863417,-0.23933319653237498,0.810850855637208,m6a
factor(sdist)61,0.062335845520920356,0.3342918611982003,0.1864713226863806,0.8520779645820946,m6a
factor(sdist)62,0.2879988093065351,0.2921540296641571,0.9857772957559456,0.3242600578625333,m6a
factor(sdist)63,-0.40228578095805045,0.3737802169447956,-1.0762629018899226,0.28182890809517336,m6a
factor(sdist)64,0.348678475672943,0.2641465139800601,1.3200192212238093,0.18685095888697698,m6a
factor(sdist)65,0.22987157863284827,0.2932142982450938,0.7839712456338052,0.4330707230548926,m6a
factor(sdist)66,0.10253042344480211,0.2724525293590466,0.3763239918748717,0.7066819528556909,m6a
factor(sdist)67,0.05364595738248688,0.28175698034990615,0.19039797103115408,0.8490001473545044,m6a
factor(sdist)68,0.20757494730570006,0.2816193993095819,0.7370761666795355,0.4610888278812658,m6a
factor(sdist)69,-0.018933663216265675,0.36002215571984525,-0.052590272335903375,0.9580591451114691,m6a
factor(sdist)70,-0.0924033352348465,0.26466215866515325,-0.3491369363149262,0.7269919476880299,m6a
factor(sdist)71,-0.13293727595755986,0.2667653402303652,-0.4983303897079054,0.6182593014125011,m6a
factor(sdist)72,0.08003694852026232,0.2827542890726599,0.2830618371263506,0.7771337708334485,m6a
factor(sdist)73,0.5553578692565604,0.2588085309608015,2.145825205973112,0.03190468475635561,m6a
factor(sdist)74,-0.2707477753605826,0.274450997651521,-0.9865067996741608,0.32390214185878896,m6a
factor(sdist)75,-0.2309232839999031,0.3061097459778755,-0.754380698537424,0.45063380278388454,m6a
factor(sdist)76,-0.3238119726145712,0.3070012014565168,-1.054757997943651,0.2915548752809509,m6a
factor(sdist)77,-0.24260737382395056,0.28932439582723535,-0.8385306504496047,0.40174757205261746,m6a
factor(sdist)78,0.28417028633820646,0.27202855542770527,1.044634030759789,0.2962108301472356,m6a
factor(sdist)79,-0.006362856008580909,0.29935335301478855,-0.021255335691084017,0.9830422865399902,m6a
factor(sdist)80,0.3353292838979104,0.24290584985894134,1.380490770776581,0.16745842174029274,m6a
factor(sdist)82,0.04156850610294224,0.2820187464253196,0.14739625159616776,0.8828214628502552,m6a
factor(sdist)83,-0.17946790924383668,0.29505918988142427,-0.6082437537904162,0.5430360415256781,m6a
factor(sdist)84,-0.15906389869969137,0.3056049273362961,-0.5204886586290315,0.6027315574981413,m6a
factor(sdist)85,-0.11308084995641393,0.35670282507205464,-0.31701697325657957,0.7512356203469354,m6a
factor(sdist)86,0.20954550713614792,0.29473467842738493,0.710963189856787,0.4771193167058704,m6a
factor(sdist)87,0.1640682084625986,0.2629688966917842,0.6239072777298704,0.5326990114527735,m6a
factor(sdist)88,-0.3596593784275692,0.3165350210418465,-1.136238818832061,0.25587677684373394,m6a
factor(sdist)89,-0.14575366696570025,0.2908911753866449,-0.5010590877223013,0.6163376998374244,m6a
factor(sdist)99,0.6995551147833582,0.2734678097267651,2.55808943466625,0.010535709383466886,m6a
factor(sdist)100,0.4925595062115048,0.2580329082631899,1.9089018897895809,0.0562959088314329,m6a
factor(sdist)101,0.6638726718775477,0.248310853127288,2.6735547943900633,0.007514221277838677,m6a
factor(sdist)102,0.30701251248527267,0.2457641659534947,1.2492159355052919,0.2116077416638514,m6a
factor(sdist)103,0.16228343338956688,0.2695119580091098,0.6021381559035741,0.5470922801023914,m6a
factor(sdist)104,0.23527514993205356,0.2527706860427984,0.9307849482681606,0.3519814438477702,m6a
factor(sdist)105,-0.06076846405886207,0.2639364630143246,-0.2302389876898668,0.8179095526398581,m6a
factor(sdist)106,0.0609244188041479,0.23985657250086426,0.25400354123682967,0.7994966866281222,m6a
factor(sdist)107,0.7007163775848967,0.24682539890218266,2.838915203627775,0.004533470312751155,m6a
factor(sdist)108,0.47564175746023085,0.25030805710480525,1.9002255179547707,0.057424792863482524,m6a
factor(sdist)109,0.4537788309519074,0.24262636208105984,1.8702783451053968,0.06146677511116528,m6a
factor(sdist)110,0.1464199751819389,0.2596646493438551,0.5638810502389392,0.5728444443028786,m6a
factor(sdist)111,-0.00233963228660364,0.2785194082901325,-0.008400248661186493,0.9932977741044232,m6a
factor(sdist)112,0.2678569151734874,0.25850146212635267,1.0361911030219315,0.3001315371776225,m6a
factor(sdist)113,0.02852924766607126,0.27351554414606366,0.10430576351754246,0.9169282521196619,m6a
factor(sdist)114,0.6942260989068604,0.24494642367787198,2.834195692605148,0.0046009302094706574,m6a
factor(sdist)115,-0.09473003119534708,0.3081697149191808,-0.30739565443733025,0.7585469722216645,m6a
factor(sdist)116,-0.09018236857713256,0.2874988285675955,-0.3136790818468649,0.7537696311306857,m6a
factor(sdist)117,0.35405799999988247,0.2762373823953184,1.2817164604216975,0.1999641180236086,m6a
factor(sdist)118,0.33169649874265716,0.27865389355522585,1.1903530021083983,0.2339285864279184,m6a
factor(sdist)119,0.3461811715326558,0.25638761695721374,1.350225785633114,0.1769661814063859,m6a
factor(sdist)120,0.3346659600285049,0.31832382598629266,1.0513380799931575,0.2931221423704129,m6a
factor(sdist)121,0.3377834135144411,0.24718129902265282,1.3665411374162455,0.1717919132200928,m6a
factor(sdist)122,0.47317052660229514,0.2720734098265967,1.7391281525962632,0.08203499407801826,m6a
factor(sdist)123,0.24542152183368635,0.2633515844243649,0.93191587348954,0.3513966516714183,m6a
factor(sdist)124,0.2876732835111568,0.2678067877191338,1.0741821966546206,0.28276020909538546,m6a
factor(sdist)125,0.4072770355684309,0.25680028717653886,1.585967991104488,0.11276996769851465,m6a
factor(sdist)126,0.3070412600566564,0.26483416712652,1.1593717811719235,0.24632515818770606,m6a
factor(sdist)127,0.429009543185866,0.2544609237385457,1.6859545146769415,0.09182764503883832,m6a
factor(sdist)128,0.42767199876537787,0.24919195572422276,1.7162351710850428,0.086141926056618065,m6a
factor(sdist)129,0.7705970760610701,0.25007344090183325,3.081483076659745,0.002063863478569609,m6a
factor(sdist)130,-0.3190675724960753,0.28842524541793396,-1.1062401005631113,0.2686423023032472,m6a
factor(sdist)131,0.7156731145488388,0.2506790286892727,2.8549381186407334,0.004311074106736069,m6a
factor(sdist)132,0.6202220727406126,0.27640427476657664,2.2438946476655977,0.024855304496739318,m6a
factor(sdist)134,-0.21616712669781063,0.27476870701328965,-0.7867239652125136,0.43145726751837477,m6a
factor(sdist)136,0.1778151246727612,0.24532573750423814,0.72481235145452,0.46857970625416145,m6a
factor(sdist)137,0.6295471445107484,0.25905787049177903,2.430140969334983,0.015105881640615541,m6a
factor(sdist)138,-0.1720608704624824,0.290378029693352,-0.5925409392858815,0.5534983290158828,m6a
factor(sdist)139,-0.13070109735834745,0.2952061144049385,-0.4427452243724968,0.6579571134363967,m6a
factor(sdist)141,-0.03796331112003853,0.2956814027936681,-0.12839262382196562,0.8978401787115385,m6a
factor(sdist)142,0.13169139326147106,0.27400132700280044,0.48062319515746393,0.6307921072697258,m6a
factor(sdist)143,-0.08704590019870424,0.262103685934437,-0.3321048305306093,0.7398152532781145,m6a
factor(sdist)144,-0.08991464680160792,0.2632056323275163,-0.34161368815133814,0.7326469462147466,m6a
factor(sdist)145,-0.11981364332439205,0.2945943147752357,-0.40670724896984295,0.6842294564735856,m6a
factor(sdist)146,0.22681278582314654,0.25821202533332327,0.8783974546900216,0.3797436820705923,m6a
factor(sdist)147,-0.31334197209231845,0.3068386039874632,-1.0211947519651763,0.3071804584754505,m6a
factor(sdist)148,0.13176529153576666,0.2890465427555284,0.455861849374244,0.6484966498474325,m6a
factor(sdist)150,0.07065994171045425,0.26680514049876813,0.2648372575519417,0.7911388730369967,m6a
factor(sdist)151,0.4333134155386735,0.2888152962314065,1.5003132493075826,0.13355664021165864,m6a
factor(sdist)152,0.15523212343201934,0.24882048846906316,0.6238719503652127,0.5327222129611029,m6a
factor(sdist)153,0.27597378093646857,0.2598498250061053,1.0620510555663618,0.28823148644118163,m6a
factor(sdist)154,0.4257846600841608,0.2400481312022361,1.7737470312795112,0.076127517250022,m6a
factor(sdist)155,0.46506823610825077,0.2390934294969018,1.9451318134791202,0.05177982778726052,m6a
factor(sdist)156,-0.13492345645318987,0.27157615684406666,-0.49681628174250986,0.6193266940653388,m6a
factor(sdist)157,0.0014010790688795273,0.27743826789678533,0.0050500570072790655,0.9959707291502925,m6a
factor(sdist)159,0.056863618356074515,0.254892864060844,0.22308831032045265,0.8234701478745904,m6a
factor(sdist)160,0.4525834708457375,0.2564997275940745,1.7644598498832589,0.07767717609682877,m6a
factor(sdist)161,0.08316132050335695,0.26968796007103274,0.308361264928005,0.7578122057425984,m6a
factor(sdist)162,0.652845055559103,0.25592863354878387,2.550887122345616,0.010755835447728115,m6a
factor(sdist)163,-0.04905757346548918,0.26317842126331187,-0.1864042394889463,0.8521305659940608,m6a
factor(sdist)164,0.5006902016432245,0.2776215506377073,1.8034990457085194,0.07133213776288734,m6a
factor(sdist)165,0.5645864871012986,0.2390544408540211,2.361748583646116,0.018203074039925108,m6a
factor(sdist)166,0.829683373734718,0.24532164497834774,3.382022706589736,7.215820938225781e-4,m6a
factor(sdist)167,0.565355969182593,0.24901162446727812,2.2703999076030477,0.023199001820704918,m6a
factor(sdist)168,0.6610484365534175,0.2558169687506211,2.5840679755604077,0.0097746475074502,m6a
factor(sdist)169,0.7839564088686486,0.23556531593758587,3.3279789333518077,8.771211092007827e-4,m6a
factor(sdist)170,0.836750933404007,0.25448168479770844,3.288059547661175,0.0010113813961392436,m6a
factor(sdist)171,0.7544520885192765,0.2525243557426318,2.987640880423432,0.0028164452290484958,m6a
factor(sdist)172,0.2824557892275769,0.2553276883702898,1.1062481747688269,0.26863880861133965,m6a
factor(sdist)173,-0.1307642209637921,0.25636615900623017,-0.5100681832215394,0.6100120247263585,m6a
factor(sdist)174,0.37235297431060815,0.24510285058516815,1.5191703132853742,0.12874302529545217,m6a
factor(sdist)175,0.1765297226759624,0.2606581919927372,0.6772460183445188,0.49826146759205425,m6a
factor(sdist)176,0.24716282421953287,0.24081361496498,1.0263656573382538,0.30473762998394965,m6a
factor(sdist)177,-0.008114452708799725,0.27574304815696493,-0.029427587614758742,0.97652400513878,m6a
factor(sdist)178,0.3960977296762924,0.2538228471882595,1.5605282742042057,0.11865850974895294,m6a
factor(sdist)180,0.0560953279155865,0.2580704185648185,0.21736442412711965,0.8279276353048701,m6a
factor(sdist)181,0.36572828131118257,0.2517942937299628,1.4524883622001714,0.1463890796093807,m6a
factor(sdist)182,0.5526616615763822,0.24196961539906842,2.2840126462362016,0.02238622622779288,m6a
factor(sdist)183,-0.06415486051910974,0.2547135531590942,-0.25187061985287673,0.8011448996395782,m6a
factor(sdist)184,0.5852957189453919,0.24819460095684162,2.358212937303856,0.018377318105751776,m6a
factor(sdist)185,0.5773002247412155,0.24069834433717818,2.3984387027295635,0.01647860334174351,m6a
factor(sdist)186,0.33370054722014453,0.24378975434236752,1.368804641197145,0.17108310108218874,m6a
factor(sdist)187,0.49135871178891627,0.24071711281303332,2.041228835153727,0.04124747085197477,m6a
factor(sdist)188,0.512025978958055,0.24670155219062814,2.0754874641502403,0.0379602483691854,m6a
factor(sdist)189,0.5833336534100588,0.2442155831612725,2.388601275393811,0.01692628608274607,m6a
factor(sdist)190,0.813792659994922,0.2436523567301142,3.339974506777842,8.401285571142644e-4,m6a
factor(sdist)191,0.17282353036760031,0.2734507800805833,0.6320096447216969,0.5273912662961073,m6a
factor(sdist)192,0.6072263040003943,0.2913491085309188,2.0841879594629127,0.03716180864473393,m6a
factor(sdist)193,0.6354632668964577,0.26042440526382554,2.4401064341596377,0.014695696491153242,m6a
factor(sdist)194,0.29310217276944617,0.25330158683066256,1.1571272664998784,0.24724082036447265,m6a
factor(sdist)195,0.8586177586549262,0.26333108232233715,3.2606016391331774,0.0011145137292890843,m6a
factor(sdist)196,0.4186509417462411,0.2510366323512235,1.667688646972087,0.0954007194405951,m6a
factor(sdist)197,0.6656390229800129,0.2764342150367396,2.407947304538788,0.01605580506912412,m6a
factor(sdist)198,-0.25863089301009,0.2641698947580036,-0.9790324262611844,0.3275814834725468,m6a
factor(sdist)199,0.13982447636421957,0.2749380556319575,0.5085671972285783,0.6110639285542718,m6a
factor(sdist)200,0.8515946856299382,0.2656171082702026,3.206098775699501,0.0013486081073384427,m6a
factor(sdist)201,0.1416708860388491,0.24925671974570693,0.5683733870179408,0.5697909011304368,m6a
factor(sdist)202,0.30573888051880765,0.24728176431875518,1.2363988155822891,0.216331843938339,m6a
factor(sdist)245,-0.5113219498835124,0.4187348678024947,-1.2211114698112229,0.22206512074208618,m6a
factor(sdist)246,0.6685472979611528,0.3120703843276697,2.142296518785285,0.03218744391178803,m6a
factor(sdist)247,0.015329413305169978,0.29710781755539695,0.05159545592337619,0.9588518027377533,m6a
factor(sdist)248,-0.45646800594065723,0.3877761702988546,-1.177143003885109,0.239159164817891,m6a
factor(sdist)249,-0.19822399661858756,0.29013702972268424,-0.6832081958240627,0.49448700694227554,m6a
factor(sdist)252,-0.18266755014300276,0.3296600691101411,-0.55410881468320206,0.5795135465063993,m6a
factor(sdist)253,0.31622094487346764,0.29261048582265564,1.0806890395073598,0.27985474531645954,m6a
factor(sdist)255,-0.1885051294140735,0.31615548059423904,-0.5962418524574152,0.5510236565676254,m6a
factor(sdist)257,0.34525692619131143,0.3392092984044714,1.0178286026217032,0.30877763776514167,m6a
factor(sdist)258,-0.496302105563955,0.3857948438030642,-1.2864404839409962,0.19831141497969654,m6a
factor(sdist)260,-3.034176964149467e-4,0.31323100548424654,-9.68670697033556e-4,0.9992271270249808,m6a
factor(sdist)346,0.42401374161838684,0.2442304058589224,1.736121840059975,0.08256508421061175,m6a
factor(sdist)347,0.3112090796934517,0.24385861891459287,1.2761865095383285,0.20191152828333134,m6a
factor(sdist)348,0.3136245871284975,0.24818220087895873,1.2636868639965675,0.2063642399630918,m6a
factor(sdist)349,0.7728480063179539,0.243556971854346,3.1731713546682583,0.0015112119253461156,m6a
factor(sdist)350,0.2396979737531395,0.23580515452026649,1.0165086265429302,0.30940543960301353,m6a
factor(sdist)351,0.5226486012991828,0.2486456782867311,2.1019814416258598,0.035573359611653546,m6a
factor(sdist)352,0.35886704464565994,0.2466651161779489,1.4548755422180024,0.1457269460644241,m6a
factor(sdist)353,0.5583665737204141,0.23832188983048808,2.3429093068939877,0.019148458957376057,m6a
factor(sdist)354,0.003617749506144395,0.26050918773228987,0.013887224238179828,0.9889201593273766,m6a
factor(sdist)355,0.34794737997225084,0.2610721973711026,1.3327630574069096,0.1826320419560897,m6a
factor(sdist)356,0.8104520648024767,0.24165342347781676,3.3537785359654726,7.993522477408708e-4,m6a
factor(sdist)357,0.9431169864271264,0.2692807830713676,3.502355332118786,4.6265358588595807e-4,m6a
factor(sdist)358,0.4557225426822924,0.24109251540926263,1.8902392797581795,0.0587473428899748,m6a
factor(sdist)359,0.41995121033992044,0.2394433876840368,1.7538643033821297,0.07947642763044979,m6a
factor(sdist)360,0.22317138506665055,0.251462175810318,0.8874948462825374,0.37482833399540594,m6a
factor(sdist)361,0.5800910110566699,0.24074629075386478,2.409553265556834,0.015985345625276662,m6a
factor(sdist)362,0.6520243342674323,0.23867078490518787,2.731898395216027,0.00630523283386106,m6a
factor(sdist)363,0.5173561441197775,0.27773499280915287,1.86276903348395,0.06251644954965192,m6a
factor(sdist)364,1.0161849992289367,0.25011934632684174,4.062800475661902,4.8761433616347374e-5,m6a
factor(sdist)365,0.9383429967674517,0.26088715683918295,3.596738943135743,3.233811477209785e-4,m6a
factor(sdist)366,0.5475890410905546,0.26533482530594793,2.0637661884720546,0.03905893758316554,m6a
factor(sdist)367,0.5822171396629704,0.2542454534112799,2.289980535939604,0.02203778107092508,m6a
factor(sdist)368,0.8739477660893091,0.2367207164272319,3.6918938877829954,2.234661823234363e-4,m6a
factor(sdist)369,1.0273789499875863,0.27766879043238857,3.7000159376491024,2.1644124821709734e-4,m6a
factor(sdist)370,0.4595327541545776,0.2681252687502143,1.713873355900218,0.08657491924602324,m6a
factor(sdist)371,0.33761128127836,0.2669056630969818,1.264908647351131,0.20592588862088565,m6a
factor(sdist)372,0.772887893648952,0.25324779992073454,3.0519036844184337,0.0022783641380436748,m6a
factor(sdist)373,0.643534619013782,0.24703091971834099,2.60507720955549,0.009195418223897802,m6a
factor(sdist)374,0.38867784447723913,0.27202982351684096,1.4288060016815645,0.15308311248166642,m6a
factor(sdist)375,0.5020801969613047,0.25764333915313653,1.948741227355702,0.051347001284385935,m6a
factor(sdist)376,0.726712454966645,0.2440421663082156,2.9778151290823898,0.0029082610979505306,m6a
factor(sdist)377,0.19730427671767606,0.2744109792300313,0.7190101404517099,0.47214710378811087,m6a
factor(sdist)378,0.27878666093771715,0.2659849620927524,1.0481294083103112,0.29459773318801463,m6a
factor(sdist)379,-0.4678925862930961,0.3812759366732363,-1.2271757572104336,0.2197779164039013,m6a
factor(sdist)380,-0.14365240242021152,0.32323954584930525,-0.4444146895540513,0.6567499115072691,m6a
factor(sdist)381,0.16392281855473118,0.2873213805359553,0.5705207814641484,0.5683340167102269,m6a
factor(sdist)382,0.2700426298566179,0.2456250783673545,1.0994098471197016,0.27160892229068595,m6a
factor(sdist)383,0.5760695096748792,0.24780450087806055,2.324693488752858,0.02010309475499399,m6a
factor(sdist)384,0.6321327523101878,0.23366518717513468,2.705292816410847,0.006832976341962699,m6a
factor(sdist)385,-0.03247004743997613,0.3109695627800974,-0.10441551626368452,0.9168411593168938,m6a
factor(sdist)386,0.08313260340528386,0.28357111171860355,0.2931631607375399,0.7694019424510761,m6a
factor(sdist)387,-0.2356048353234817,0.3136910849037445,-0.751072780394051,0.45262193415066965,m6a
factor(sdist)388,-0.09231314434084512,0.32299761221470724,-0.28580132127875146,0.775034676537705,m6a
factor(sdist)389,0.27796914740714224,0.28198889845280617,0.9857450024886825,0.32427590783727933,m6a
factor(sdist)390,0.6585552894731824,0.2704185211999962,2.4353187294672316,0.014891519883265507,m6a
factor(sdist)391,0.5811805122848666,0.25887153557688475,2.2450537522007945,0.024780786236524008,m6a
factor(sdist)392,0.8316701051076161,0.2545825281830202,3.266799615210537,0.001090418433100042,m6a
factor(sdist)393,0.850528145512309,0.26495131422524243,3.210129936510719,0.0013298507675186368,m6a
factor(sdist)394,0.4660153871011168,0.2565925905465027,1.8161685265680345,0.06936667152702895,m6a
factor(sdist)395,0.40808496025488805,0.2662683031130397,1.5326081080016594,0.1253958507294456,m6a
factor(sdist)396,0.24022933777631447,0.24800271087345674,0.9686560962589291,0.3327341399150474,m6a
factor(sdist)397,0.7459227801765987,0.24262474723050964,3.0743886956754767,0.0021135498530374954,m6a
factor(sdist)398,0.25074424946715856,0.27077294259238677,0.9260314087017965,0.35444619416537926,m6a
factor(sdist)399,0.43000401784687403,0.246552049009033,1.7440699421286086,0.08116963083446004,m6a
factor(sdist)400,0.3743687954191108,0.2623633108069226,1.426909861244337,0.15362898113125506,m6a
factor(sdist)402,0.341679932245724,0.26913434297775357,1.2695515870078573,0.20426626538394296,m6a
factor(sdist)403,0.24238160059789943,0.2675287444019983,0.906002086391465,0.3649509008765611,m6a
factor(sdist)404,0.08128358237267584,0.2742240154411484,0.2964130703210428,0.766919199867402,m6a
factor(sdist)405,0.6476815973623741,0.27804943653460634,2.329375687412202,0.01985383033189839,m6a
factor(sdist)407,0.10263403033041542,0.2663569720343196,0.38532511293600086,0.7000026224285567,m6a
factor(sdist)408,0.6422892175348722,0.2570442624107065,2.4987494819418283,0.012475015501252453,m6a
factor(sdist)411,0.0685088508903636,0.28013298114240764,0.24455831873483197,0.8068021538420023,m6a
factor(sdist)412,0.3754444852619708,0.24862846265063931,1.5100623688025905,0.13105089021322716,m6a
factor(sdist)413,0.8077828761358509,0.261509296660351,3.0889260399220206,0.002012889576579069,m6a
factor(sdist)415,0.49111069002570007,0.2574306091983689,1.9077400762675574,0.05644599263469553,m6a
factor(sdist)417,0.42292225673550926,0.2565274851086687,1.648643054978508,0.09924402719493128,m6a
factor(sdist)418,0.2616468092607054,0.24864907866886066,1.0522733913249465,0.2926929506764142,m6a
factor(sdist)419,-0.15500383426247227,0.27218875534602127,-0.5694718507582097,0.5690454336691151,m6a
factor(sdist)420,0.014930590051836515,0.27772681541510896,0.0537599872360912,0.9571271836042827,m6a
factor(sdist)421,0.08379819293279361,0.3002904105714144,0.2790571725994724,0.7802052194614693,m6a
factor(sdist)422,0.298931911337963,0.2660146920560862,1.1237421099844236,0.26114240771737707,m6a
factor(sdist)423,0.3615480584092369,0.26072980377044175,1.386677139248569,0.16556310773337443,m6a
factor(sdist)424,0.5185966170497308,0.2825988817400495,1.8350979092930928,0.06651314910037892,m6a
factor(sdist)425,0.27905018995672903,0.2759920651658457,1.0110804808429754,0.31199601388870724,m6a
factor(sdist)426,0.5617054420609237,0.24105594714645853,2.330187032140086,0.019810912525743525,m6a
factor(sdist)427,0.19041930812681435,0.2567889411698403,0.7415401428867255,0.4583788873319159,m6a
factor(sdist)428,0.21661514614562394,0.25139836252593073,0.8616410384267358,0.38890036878170364,m6a
factor(sdist)429,0.18854301031248416,0.27489521333187344,0.6858722930357516,0.492805409356326,m6a
factor(sdist)430,0.2962238592476368,0.24669499727425284,1.2007696245186614,0.2298616239003959,m6a
factor(sdist)431,0.2827133404550724,0.27078133187071524,1.0440651078193754,0.29647394319680476,m6a
factor(sdist)432,0.1459379786027944,0.2693598032483184,0.5417956831081309,0.5879681979255258,m6a
factor(sdist)433,0.2056473072559313,0.2532674736601247,0.8119767780836403,0.4168192583750927,m6a
factor(sdist)434,0.3639214455411072,0.2563449642048654,1.4196551380282587,0.15573117091975133,m6a
factor(sdist)435,0.8287813714284868,0.2674524048007878,3.098799474417908,0.0019470530547213733,m6a
factor(sdist)437,0.5194677987853323,0.2627662106981519,1.9769200819433435,0.04807095831802284,m6a
factor(sdist)438,0.7316017258667858,0.2530590530354804,2.89103162716811,0.003845912323462493,m6a
factor(sdist)439,0.4399328604974039,0.2596908090258229,1.694064037721328,0.09027615802127018,m6a
factor(sdist)440,0.8454595051236459,0.25571324822039504,3.306279635519542,9.479013289193499e-4,m6a
factor(sdist)441,0.4025674250021882,0.2667636434312865,1.5090790477446836,0.13130196121247556,m6a
factor(sdist)442,0.5543857757845513,0.26329797707926567,2.105545139139652,0.03526228448664622,m6a
factor(sdist)443,0.29445278934768926,0.26618012547464837,1.1062162842647456,0.26865260774745947,m6a
factor(sdist)444,0.48551445043025376,0.3081780068012269,1.57543510476206,0.11517945459840843,m6a
