term,estimate,std.error,statistic,p.value,model
factor(sdist)451,-0.39726189929286515,0.29180980194435235,-1.3613727045694728,0.17341863461726106,m6a
factor(sdist)452,0.09337913197949878,0.1686488438033004,0.553689725192598,0.5798003687922522,m6a
factor(sdist)453,0.17053109730776247,0.16274026371720562,1.0478728091782805,0.2947159515850116,m6a
factor(sdist)454,-0.030020309375259784,0.1772891576589473,-0.16932964075000073,0.8655398970639965,m6a
factor(sdist)455,-0.20620981719457634,0.196808266700274,-1.0477700995589798,0.2947632800874753,m6a
factor(sdist)456,-0.22463792699678234,0.19067056010398656,-1.1781468878796544,0.23875879751836301,m6a
factor(sdist)457,0.35798110627166185,0.1673590753441694,2.1390002635679206,0.03245351543943408,m6a
factor(sdist)458,-0.07154992668820838,0.17616645519614554,-0.4061495510512711,0.684639150235917,m6a
factor(sdist)459,0.1257437453902968,0.17158820964475693,0.7328227600872287,0.46367924799956095,m6a
factor(sdist)460,0.36858914608248966,0.15631606938636905,2.3579734798182628,0.018389171691450334,m6a
factor(sdist)461,-0.1732620645413127,0.17897839001585392,-0.9680613649835891,0.33303104783884097,m6a
factor(sdist)462,0.1803604049325619,0.15988592064332924,1.128056830813182,0.2593159452869957,m6a
factor(sdist)463,0.27101284310978474,0.18471092767136071,1.4672269070727268,0.14233761048726382,m6a
factor(sdist)464,0.2184035604931641,0.15389682793553175,1.419155699457656,0.15587669177950667,m6a
factor(sdist)465,-0.1175542388978471,0.1731351606956359,-0.6789738053525843,0.49716608702058507,m6a
factor(sdist)466,0.25371590968386637,0.2258785355473809,1.1232404578373327,0.26135533773092334,m6a
factor(sdist)467,0.21730478478387327,0.1670101260286407,1.3011473612480688,0.1932302020675081,m6a
factor(sdist)602,-0.4193480936497996,0.20338331079250635,-2.0618608872859907,0.03924005828179428,m6a
factor(sdist)603,-0.2800126893043048,0.27252583495550525,-1.0274720903066745,0.3042166106772219,m6a
factor(sdist)604,-0.20711357837472816,0.20287846189960726,-1.0208751408871417,0.3073318728646328,m6a
factor(sdist)605,0.058200617486265836,0.1993535092488839,0.2919467919353503,0.7703317876887916,m6a
factor(sdist)606,0.06518875973833158,0.17802865553725017,0.3661700389839302,0.714243929372087,m6a
factor(sdist)607,-0.1764309997106811,0.1919612745184157,-0.919096834261513,0.358061329058719,m6a
factor(sdist)608,-0.17722665813958752,0.22937009330345107,-0.7726668092911352,0.43973310730840687,m6a
factor(sdist)609,-0.07107868207669513,0.19441212456790366,-0.3656082779542332,0.7146631195165046,m6a
factor(sdist)610,-0.29343794835129405,0.19049731984251894,-1.5403783559468158,0.12349156751322209,m6a
factor(sdist)611,-0.05266486610211259,0.21096036752441397,-0.24964341274205357,0.8028669170977873,m6a
factor(sdist)612,0.08133761925130448,0.1731438609261971,0.4697690048968862,0.6385276409262403,m6a
factor(sdist)613,0.13005975176135312,0.2041746287290109,0.6370025138332631,0.5241339964790619,m6a
factor(sdist)614,0.012270016639863223,0.21905633382795203,0.05601306488357537,0.955332227287909,m6a
factor(sdist)615,-0.02166462759816513,0.17929054176940862,-0.12083530667238827,0.9038232807420968,m6a
factor(sdist)616,-0.06360261832379566,0.18170740427640494,-0.3500276644040673,0.7263233910029475,m6a
factor(sdist)617,-0.31256146035931825,0.20509442257607755,-1.5239881047636825,0.12753508231724206,m6a
factor(sdist)618,0.18615598883465687,0.17085561518803263,1.0895514825765933,0.2759301929781757,m6a
factor(sdist)619,-0.2397802678056691,0.22813424859803078,-1.0510489734847241,0.2932548917650129,m6a
factor(sdist)620,-0.20949122282240404,0.2013007162318507,-1.040687915790224,0.29803903117160707,m6a
factor(sdist)621,0.12735587859606712,0.18554398196251815,0.6863918584101227,0.49247781345028574,m6a
factor(sdist)622,0.05154947134196417,0.2186007237267415,0.23581564810555158,0.8135792986089138,m6a
factor(sdist)623,0.17663513554439328,0.18001462123981096,0.9812266044161179,0.3264985730026132,m6a
factor(sdist)624,-0.25867832462452167,0.20237163335261057,-1.2782341098853653,0.20118884586730332,m6a
factor(sdist)625,-0.004855530630576412,0.220790499320265,-0.02199157411901714,0.9824550014713249,m6a
factor(sdist)626,-0.03820780492854862,0.2005152417596421,-0.19054813286637015,0.8488824916676172,m6a
factor(sdist)627,-0.17522646199416558,0.232283592205858,-0.7543643540645507,0.45064361399692654,m6a
factor(sdist)628,0.07616429985829083,0.18953982472613706,0.40183797768273427,0.6878096250537078,m6a
factor(sdist)629,-0.2637140522945624,0.22289487002076266,-1.183131995231642,0.23677765220203117,m6a
factor(sdist)630,-0.12518461503432848,0.23017779990250908,-0.5438605073441051,0.5865464391728099,m6a
factor(sdist)631,0.01719759066992741,0.16961317321978783,0.10139301295685602,0.9192399869586428,m6a
factor(sdist)632,-0.11932149422438956,0.1941156817686608,-0.614692708683846,0.5387680250120579,m6a
factor(sdist)633,-0.049267926657222155,0.21234253422784424,-0.23202099775430535,0.8165252181116043,m6a
factor(sdist)634,-0.10558563563627055,0.2294761199756228,-0.4601160053058544,0.6454403589733777,m6a
factor(sdist)635,-0.4231101089784151,0.22617845137500703,-1.870691511088705,0.06140944765800248,m6a
factor(sdist)636,0.8947231910939333,0.17762428248010312,5.037167095631518,4.785677748647183e-7,m6a
factor(sdist)637,0.035895495391538815,0.18685789692412452,0.1921004998044826,0.8476663697402478,m6a
factor(sdist)801,-0.23910098481685904,0.19942261898281305,-1.1989662257793616,0.23056210131106109,m6a
factor(sdist)802,-0.27344606133844757,0.2058871622778532,-1.328135558881621,0.18415575793158429,m6a
factor(sdist)803,-0.15456822529778144,0.20947221321119436,-0.7378936944822484,0.46059186348557046,m6a
factor(sdist)804,-0.28845156697617963,0.20543657658217185,-1.4040906043856456,0.16031485137983628,m6a
factor(sdist)805,-0.5477584143749578,0.2185253797189052,-2.506612344431358,0.012201078638773072,m6a
factor(sdist)806,-0.11642154281126192,0.1721335605387619,-0.6763442436609887,0.49883368324249155,m6a
factor(sdist)807,-0.32728527439774946,0.21940544899453737,-1.4916916416506047,0.13580334307103006,m6a
factor(sdist)808,0.2996067088754183,0.16781650788899521,1.7853232238249035,0.07423132353838204,m6a
factor(sdist)809,-0.2141670157953883,0.190224790972649,-1.125862800007922,0.2602435906620945,m6a
factor(sdist)822,0.18667478790382716,0.1952963922480487,0.9558537449413242,0.3391632287980648,m6a
factor(sdist)823,0.22466936330736215,0.16143860176693328,1.391670646601079,0.16404506004551445,m6a
factor(sdist)824,0.06182159755067105,0.16024450798983034,0.38579542179751,0.6996542589824839,m6a
factor(sdist)825,0.2752206086037452,0.15104254622930277,1.8221396253868996,0.0684558935199783,m6a
factor(sdist)826,0.17737692307580594,0.1600525550473967,1.1082417461144491,0.2677771493660611,m6a
factor(sdist)827,-0.20912582729279777,0.19571565102917,-1.0685186708018006,0.2853056987125268,m6a
factor(sdist)828,0.18074379017305134,0.1687128026305606,1.0713104598756245,0.2840489900502985,m6a
factor(sdist)829,0.24908189048712384,0.18881267160613008,1.3192011339509961,0.18712423026154898,m6a
factor(sdist)830,-0.17502511196943726,0.198467173921071,-0.8818844371666396,0.3778549888459065,m6a
factor(sdist)831,0.0037158522330468413,0.1701918362938041,0.021833316532481165,0.9825812401072536,m6a
factor(sdist)832,-0.052428563004218304,0.1728937750096532,-0.30324147298704685,0.7617105130020463,m6a
factor(sdist)833,0.08667918488380388,0.1747666207431619,0.49597105279725096,0.6199229001145623,m6a
factor(sdist)834,0.06979703496563192,0.16367560056252609,0.4264351847541784,0.6697975600812938,m6a
factor(sdist)835,-0.2355075913967835,0.1643788924481919,-1.4327118761370752,0.15196332522935949,m6a
factor(sdist)836,-0.13978955538684915,0.16498836739532532,-0.8472691596002171,0.3968601168902872,m6a
factor(sdist)837,0.17177368247910849,0.19728236424530965,0.870699634689685,0.38393364415673026,m6a
factor(sdist)838,0.28672614791216866,0.1706431861941284,1.6802671955854191,0.09292845270853853,m6a
factor(sdist)839,0.011140293339161084,0.17357501543550738,0.06418143366549382,0.9488267099755907,m6a
factor(sdist)840,-0.18708375956316295,0.18277309814808052,-1.023584769633822,0.30604976397619543,m6a
factor(sdist)841,0.3489803538644352,0.1697918869638259,2.055341748683112,0.03986518170780898,m6a
factor(sdist)842,-0.017402968300973036,0.1775226601693351,-0.09803237673642741,0.9219080381436794,m6a
factor(sdist)843,0.22271411718738673,0.18243168202146037,1.2208083306560082,0.22217989836298596,m6a
factor(sdist)844,0.2621417657993934,0.1881138412340088,1.3935272603002975,0.1634833242088271,m6a
factor(sdist)845,-0.07248974588440868,0.19832159476582964,-0.36551615052310227,0.714731873893999,m6a
factor(sdist)846,0.06279591774956843,0.16547437800178397,0.3794902782404864,0.704329785011889,m6a
factor(sdist)847,0.27051371963873566,0.1683590926226059,1.6067663196850306,0.1081290019535611,m6a
factor(sdist)865,0.11947574103727082,0.1702440795751323,0.7017908718790051,0.48282167779134433,m6a
factor(sdist)866,-0.03368306990635197,0.17437035820423674,-0.19316970070623826,0.8468289700854081,m6a
factor(sdist)867,0.3487634758411123,0.2685562732062774,1.2986606928866187,0.19408255823239876,m6a
factor(sdist)868,-0.05875763878329929,0.16774834816096382,-0.35027253279965587,0.7261396358378104,m6a
factor(sdist)879,0.2337098160234736,0.17026594035022907,1.3726163643929223,0.1698944201928247,m6a
factor(sdist)880,0.13134205293090304,0.1784524945764947,0.7360056985619918,0.4617400042670139,m6a
factor(sdist)881,0.04547380870905338,0.19053699054914888,0.23866131493938678,0.8113718349619958,m6a
factor(sdist)882,-0.15528245772653482,0.23367444886776467,-0.6645247628867137,0.5063658437681283,m6a
factor(sdist)921,0.002808770679776703,0.161983241757969,0.017339884356515674,0.9861657232430283,m6a
factor(sdist)922,0.3482415473368585,0.14933871586203726,2.3318905973356068,0.019721062376909154,m6a
factor(sdist)923,0.09131049674233141,0.1928499510899718,0.4734794913156686,0.6358787775054239,m6a
factor(sdist)924,-0.06660036585241362,0.1631379545415559,-0.4082456840872588,0.6830997795996823,m6a
factor(sdist)925,0.05790814897916644,0.1672799747118248,0.34617502231767733,0.7292165740296459,m6a
factor(sdist)926,-0.04443091449039452,0.16407151364981953,-0.27080212464684233,0.7865473614383776,m6a
factor(sdist)927,0.2917195443876603,0.15154882322398408,1.9249212114072873,0.054260181452727284,m6a
factor(sdist)928,0.3519779238616834,0.15181724604728192,2.3184317528198575,0.02044071489182489,m6a
factor(sdist)929,-0.16168040319725768,0.17437944461560229,-0.927175812227536,0.35385181720715697,m6a
factor(sdist)930,0.07495442211858304,0.1597265311010617,0.4692672006453211,0.638886227229271,m6a
factor(c_measurementmonth)2,-0.01302481724231457,0.03225773195633171,-0.4037734971555554,0.686385676019194,m6a
factor(c_measurementmonth)3,-0.021878715415992983,0.04050164953329275,-0.5401931938107475,0.5890727076721947,m6a
factor(c_measurementmonth)4,-0.12567155284240622,0.05783459909575339,-2.1729475920519326,0.029801575928206165,m6a
factor(c_measurementmonth)5,-0.09688739008013479,0.35231534122882835,-0.27500190523127566,0.783318978601493,m6a
factor(c_measurementmonth)10,-8.123592178104069,1.014467628905159,-8.007739179288816,1.2633687394761002e-15,m6a
factor(c_measurementmonth)11,-0.09257894823394791,0.0837285286885966,-1.1057037509672218,0.26887444953788653,m6a
factor(c_measurementmonth)12,-0.023359203768725315,0.038678296187038975,-0.6039356970577453,0.5458965320288989,m6a
c_sex,-0.0619272764781585,0.00989522128781065,-6.258301323128886,4.009477393576836e-10,m6a
m_age_centered,-0.008663575176368857,0.0011305743123770351,-7.6629860430436185,1.9400591012361844e-14,m6a
m_eduyr_centered,-0.02593334583776943,0.0011866362975869488,-21.854502420417667,4.4259320981840837e-104,m6a
m_height_centered,-0.032422914901650945,9.676896239522043e-4,-33.5054898793173,1.6505548388045045e-236,m6a
m_casteOBC,0.1350401007039576,0.018647465512949442,7.241740203792366,4.669186303080753e-13,m6a
m_casteSchedule Caste,0.22692556870317895,0.01964330083338702,11.552313464419463,1.0017714058693553e-30,m6a
m_casteSchedule Tribe,0.23902779164904303,0.024719028486179122,9.669789076973151,4.776327394246411e-22,m6a
hh_religionMuslim,0.1096690162195888,0.019894422176139664,5.512550967734068,3.601531943949663e-8,m6a
hh_religionOther,-0.12033046000919552,0.0386844041613921,-3.1105677499173687,0.0018711669248657507,m6a
"phase2:c_age3mo[3,6)",-0.10779349868107811,0.0906747896506743,-1.1887923765398722,0.23454226746650533,m6a
"phase2:c_age3mo[6,9)",-0.07766607255341716,0.09001692377838483,-0.8627941201881707,0.388265983350498,m6a
"phase2:c_age3mo[9,12)",-0.03496510840526954,0.09248364366200916,-0.3780680239313783,0.7053859997130384,m6a
"phase2:c_age3mo[12,15)",-0.034686467440202914,0.08166655700548231,-0.4247328246968266,0.6710382140560484,m6a
"phase2:c_age3mo[15,18)",-0.03084950023902084,0.07765431185009052,-0.39726706095309866,0.6911768086121843,m6a
"phase2:c_age3mo[18,21)",-0.022329248489038375,0.07889536211054764,-0.28302358835429114,0.7771630900211115,m6a
"phase2:c_age3mo[21,24)",-0.00626465499020499,0.07648096269066561,-0.08191129883580273,0.9347184625251739,m6a
"phase2:c_age3mo[24,27)",-0.06689728395520213,0.07847936811175316,-0.8524187383866502,0.3939968297258126,m6a
"phase2:c_age3mo[27,30)",-0.020583894824970896,0.07983416794268042,-0.25783314782900707,0.7965396068674145,m6a
"phase2:c_age3mo[30,33)",0.040313264567905904,0.07793609816290531,0.5172604931240132,0.6049827944433579,m6a
"phase2:c_age3mo[33,36)",-0.001480218838562012,0.07613126105397,-0.01944298331683583,0.984488008188283,m6a
"phase2:c_age3mo[36,39)",-0.03228688886248697,0.07936588722700257,-0.4068106587171376,0.6841535002373995,m6a
"phase2:c_age3mo[39,42)",-0.023042659887461677,0.07806103763512091,-0.2951877221408394,0.7678550153933497,m6a
"phase2:c_age3mo[42,45)",-0.10111530008360853,0.07602959199572447,-1.3299466356375391,0.18355829972258966,m6a
"phase2:c_age3mo[45,48)",-0.029681111786415564,0.07736317629195055,-0.3836594256989395,0.7012369244245147,m6a
"phase2:c_age3mo[48,51)",-0.11089421687794117,0.08005351363720112,-1.3852510881722033,0.16599856800600188,m6a
"phase2:c_age3mo[51,54)",-0.18714998950010886,0.07970027505506286,-2.348172441949689,0.018880119515795653,m6a
"phase2:c_age3mo[54,57)",-0.14309454222426293,0.07963421970647439,-1.7968976496749565,0.07237419063461531,m6a
"phase2:c_age3mo[57,60]",-0.1813565860671331,0.07989751643600683,-2.269865124185543,0.023231448618928053,m6a
(Intercept),-1.858048832177419,0.1781125163058946,-10.431882445511928,2.214003727765882e-25,m6a
phase2,0.1182477664456168,0.09128722207009592,1.295337548499602,0.19522593807641225,m6a
"c_age3mo[3,6)",0.018743852049391736,0.06504425521334513,0.2881707537108682,0.7732204541033663,m6a
"c_age3mo[6,9)",-0.19289312257836375,0.06891253902850979,-2.7991005018486113,0.005131781637633405,m6a
"c_age3mo[9,12)",-0.03643446775568762,0.06965755243264836,-0.5230512196206718,0.6009471856302842,m6a
"c_age3mo[12,15)",-0.012270685111442015,0.06488689917981091,-0.18910882268296078,0.8500103666205672,m6a
"c_age3mo[15,18)",-0.05671450639474959,0.06451706420160122,-0.8790621070036541,0.37938323192362844,m6a
"c_age3mo[18,21)",0.10776872822434207,0.06399338777060191,1.6840603690284737,0.09219309619157985,m6a
"c_age3mo[21,24)",0.15774135231165745,0.06271412150374556,2.5152445498616522,0.011906489102286238,m6a
"c_age3mo[24,27)",0.06173667795743923,0.0628107039930833,0.9829005891135634,0.3256739640113179,m6a
"c_age3mo[27,30)",0.09644793923334435,0.06346722053947687,1.519649646124858,0.1286224474924544,m6a
"c_age3mo[30,33)",0.14737964366733464,0.06333035224485263,2.327156544108964,0.019971631589070324,m6a
"c_age3mo[33,36)",0.23772981645222607,0.06294887478881485,3.776553866129906,1.5969460050437698e-4,m6a
"c_age3mo[36,39)",0.1307574991671784,0.06543922458159553,1.9981517202138936,0.04572021638805085,m6a
"c_age3mo[39,42)",0.11256687555971748,0.06458108626863626,1.7430316221606428,0.08135083480709608,m6a
"c_age3mo[42,45)",0.1955835923063711,0.061428046878532996,3.1839461328327023,0.0014561150321582143,m6a
"c_age3mo[45,48)",0.2640132096046557,0.05944827335426527,4.4410576574923075,9.022827373742644e-6,m6a
"c_age3mo[48,51)",0.17068297240217498,0.06251495417786203,2.7302742943162506,0.006336364861635506,m6a
"c_age3mo[51,54)",0.20271264160134905,0.06350715824406501,3.191965239923065,0.0014163176864786632,m6a
"c_age3mo[54,57)",0.2047389623871896,0.0604655932999196,3.386040741742988,7.111079341785772e-4,m6a
"c_age3mo[57,60]",0.3747445399347616,0.0595510964609867,6.29282351132301,3.2136535888732576e-10,m6a
m_rural,0.055323235746184876,0.021386511079910207,2.586828470500442,0.009696728880289853,m6a
factor(sdist)37,-0.17203999012074928,0.28181993151648393,-0.6104606909631815,0.5415669409534625,m6a
factor(sdist)38,-0.33160196156837995,0.2547868870771751,-1.3014875505266388,0.1931138094452468,m6a
factor(sdist)39,-0.5960701853072099,0.2803120602568634,-2.126452157502614,0.03348369900356511,m6a
factor(sdist)40,-0.06016276000660217,0.21558310986675133,-0.2790699143536238,0.7801954414760067,m6a
factor(sdist)41,-0.3495175035027587,0.27462078637215487,-1.2727277789857714,0.2031365521067725,m6a
factor(sdist)42,-0.21246191899156422,0.2283022555604117,-0.9306168196631946,0.3520684343640751,m6a
factor(sdist)44,0.44565576311700916,0.21718316876401741,2.0519811256701987,0.0401907211534001,m6a
factor(sdist)45,0.06959190117834768,0.20690957659407733,0.3363396819223867,0.7366199514224957,m6a
factor(sdist)46,0.15810914462279102,0.2387917881155759,0.6621213646855635,0.5079047350727868,m6a
factor(sdist)47,0.12695891609500318,0.20633899607213238,0.6152928845821303,0.5383716766614861,m6a
factor(sdist)48,-0.10383463983610407,0.23013430073208627,-0.4511914977723571,0.6518587765979295,m6a
factor(sdist)49,-0.4917303512445129,0.2912587857275765,-1.6882936252588918,0.09137795103690764,m6a
factor(sdist)50,-0.37005353497848326,0.2491786092500107,-1.4850935081959382,0.13754238047471856,m6a
factor(sdist)51,-0.15529080747066148,0.26526716169034636,-0.5854128587990726,0.5582799195793418,m6a
factor(sdist)52,0.1728316644076909,0.22169219905171075,0.7796019217048639,0.43563887690621894,m6a
factor(sdist)53,0.0024279890519155055,0.2460123107765797,0.00986938029341355,0.9921256473559686,m6a
factor(sdist)54,-0.032183524327696354,0.25906665929580663,-0.12422873871604091,0.9011360159046571,m6a
factor(sdist)55,0.08982478481725079,0.2365161973508688,0.37978280482835963,0.7041126153703687,m6a
factor(sdist)56,0.18398271892229195,0.21051065983020784,0.8739829093248171,0.38214309164147564,m6a
factor(sdist)57,0.13198965492705445,0.2295637493600151,0.5749586129997409,0.5653288593446922,m6a
factor(sdist)58,-0.44687986724592565,0.2590513736910692,-1.725062719716942,0.08453903312919832,m6a
factor(sdist)59,0.12450891404252926,0.21302545809268927,0.5844790343713488,0.5589078235187115,m6a
factor(sdist)60,0.06148237689717073,0.2502225909266471,0.2457107356673256,0.8059098924164094,m6a
factor(sdist)61,0.019024691476679272,0.27339042227130794,0.06958799550702437,0.944522621585136,m6a
factor(sdist)62,0.11865184722377728,0.25149635636869155,0.47178356353534867,0.6370889009649477,m6a
factor(sdist)63,-0.4905226913893498,0.2531563999533898,-1.9376270616885964,0.05268954569720816,m6a
factor(sdist)64,0.21415491591449173,0.23138786064972902,0.9255235573428624,0.3547101624219732,m6a
factor(sdist)65,-0.22033318398530555,0.27088172681445927,-0.8133925701685407,0.4160073479708648,m6a
factor(sdist)66,-0.2141323900413029,0.21732384654330805,-0.9853147431689272,0.32448713310746724,m6a
factor(sdist)67,0.007705294185061979,0.20703251562228797,0.03721779722330955,0.9703118980327163,m6a
factor(sdist)68,0.08890136239105971,0.2165345414400093,0.41056434599229863,0.6813985210492901,m6a
factor(sdist)69,0.008284909146113599,0.24152068436539317,0.03430310396760668,0.9726359563378325,m6a
factor(sdist)70,-0.23682285463752742,0.2390958410935615,-0.9904934086446756,0.3219507431475174,m6a
factor(sdist)71,0.1814696737287552,0.2088815572165037,0.8687682921698235,0.38498930767060413,m6a
factor(sdist)72,0.1746445840299153,0.21289595186558535,0.8203283458399409,0.4120434200897233,m6a
factor(sdist)73,0.3167375964599748,0.190645946618057,1.661391716313443,0.09665799594413521,m6a
factor(sdist)74,0.07427716795497151,0.20312134904835516,0.3656787841503015,0.7146105025550156,m6a
factor(sdist)75,-0.0037805245789938138,0.20573246546137008,-0.018375926086899853,0.9853392286779405,m6a
factor(sdist)76,-0.3162575315051458,0.23550975148148956,-1.342863849652539,0.1793386171881406,m6a
factor(sdist)77,0.11336906278037212,0.22466224805623844,0.5046199962887983,0.6138339901521441,m6a
factor(sdist)78,0.2201426554035309,0.20374642966617396,1.0804736837068563,0.27995058105568965,m6a
factor(sdist)79,0.061391727888780674,0.21581124687113332,0.28446954817623255,0.7760549261348322,m6a
factor(sdist)80,0.05683986528519539,0.20094242172456578,0.2828664290863703,0.7772835621103034,m6a
factor(sdist)82,0.05221104292666123,0.21595727578635718,0.24176561190886997,0.8089654545537435,m6a
factor(sdist)83,-0.5571120552830708,0.33876988698936894,-1.644514688817527,0.1000931917937083,m6a
factor(sdist)84,-0.042376554561273296,0.23468008752551683,-0.18057158154360106,0.8567065714738215,m6a
factor(sdist)85,0.11080572445756214,0.22558427934380793,0.4911943544110431,0.6232969682030014,m6a
factor(sdist)86,0.0486612036028332,0.23173960814059488,0.20998224685575015,0.8336846945774972,m6a
factor(sdist)87,0.3635237686708335,0.18689487617632153,1.9450708125774174,0.051787168926413545,m6a
factor(sdist)88,0.005812149683649457,0.2165964580457408,0.02683400151641468,0.9785925299049885,m6a
factor(sdist)89,-0.02806480055969212,0.20650664258859697,-0.13590265285365605,0.8919002624804659,m6a
factor(sdist)99,0.2099510409590963,0.2285539953036005,0.9186058667677505,0.358318156934218,m6a
factor(sdist)100,-0.009582719992913062,0.21722841306964855,-0.04411356625728614,0.9648145307601858,m6a
factor(sdist)101,0.23404432944218342,0.21636620874781645,1.0817046284476497,0.27940309743736236,m6a
factor(sdist)102,0.08018172656946455,0.18446971876033852,0.43466064299494034,0.6638157100858788,m6a
factor(sdist)103,-0.05956504882074104,0.2163594647130074,-0.2753059539121702,0.7830853995827312,m6a
factor(sdist)104,0.1259230244634056,0.21431421704041498,0.5875626274464996,0.5568357192280387,m6a
factor(sdist)105,0.27569412764943463,0.20098485744456415,1.3717159150931402,0.17017466400974532,m6a
factor(sdist)106,0.33122315615461095,0.18636480037900927,1.7772838834426024,0.07554402960044185,m6a
factor(sdist)107,0.46248563479795923,0.19293699569491946,2.397081146268402,0.016539757903580168,m6a
factor(sdist)108,0.05562948844309274,0.19943298292067388,0.27893825599158706,0.7802964774004036,m6a
factor(sdist)109,0.44421869180983414,0.19266790422375346,2.30561853879899,0.021147023812956366,m6a
factor(sdist)110,0.048258061100971646,0.2070375338709992,0.23308846564526914,0.815696241476273,m6a
factor(sdist)111,-0.06173383463611138,0.21604644708775608,-0.28574334578636074,0.7750790825429122,m6a
factor(sdist)112,0.27412122822379725,0.2026414806248305,1.3527399591562599,0.17616135151918902,m6a
factor(sdist)113,0.1596788298145316,0.209009851710994,0.7639775278886168,0.4448939724644718,m6a
factor(sdist)114,0.3253106772324219,0.20266590363564757,1.6051574112696574,0.1084825333901275,m6a
factor(sdist)115,0.4100877470169681,0.21599596977574065,1.8985898090725704,0.057639710428640474,m6a
factor(sdist)116,0.5356007910962016,0.2154042902574022,2.486490823632962,0.01291297087223142,m6a
factor(sdist)117,0.17420763175428483,0.2095373799137548,0.8313916678064237,0.4057670937444481,m6a
factor(sdist)118,0.5138496658440905,0.19632106764849586,2.6173944141548553,0.00887026043770699,m6a
factor(sdist)119,0.030639573651216896,0.21501275722664992,0.14250118944765222,0.8866862642938731,m6a
factor(sdist)120,0.119805125909036,0.21081056275820437,0.5683070351956233,0.5698359454126471,m6a
factor(sdist)121,0.21480029667464595,0.19006323773203299,1.1301517286445963,0.2584323537239062,m6a
factor(sdist)122,0.08074729468092703,0.21995385856804037,0.3671101530412513,0.713542602408799,m6a
factor(sdist)123,-0.039068564378982845,0.22016646179046248,-0.1774501168854923,0.8591575037662738,m6a
factor(sdist)124,0.12268195107185662,0.19861840133701258,0.617676661608467,0.5367989071429227,m6a
factor(sdist)125,0.4470327256856792,0.18705895133906347,2.389795957293627,0.016871354848572384,m6a
factor(sdist)126,0.17255285051510402,0.21267863504086998,0.8113313802392277,0.4171896828451821,m6a
factor(sdist)127,0.3331139672155761,0.19507434633622744,1.7076257000058095,0.08772878496917773,m6a
factor(sdist)128,0.6240796445555976,0.18364775868332164,3.398242641402161,6.801598236185814e-4,m6a
factor(sdist)129,0.5410211814250382,0.19020039799360142,2.844479754680844,0.00445508349733121,m6a
factor(sdist)130,0.1554272858830589,0.21005640157006944,0.7399312028641619,0.45935459358390607,m6a
factor(sdist)131,0.13694080033015446,0.19817766475526577,0.6910001714838342,0.48957730207381556,m6a
factor(sdist)132,0.11380535723042733,0.21359563351067018,0.5328075080932877,0.5941755967431372,m6a
factor(sdist)134,-0.09072265471498295,0.19865693218056543,-0.4566800348679618,0.6479083829719663,m6a
factor(sdist)136,0.2187112090742372,0.19665329269350804,1.1121665245397507,0.26608634210302895,m6a
factor(sdist)137,0.22878643345594754,0.20401391850526296,1.1214256121944226,0.2621266651170868,m6a
factor(sdist)138,0.0996097269171682,0.19273597496614522,0.5168195866633876,0.6052905633251371,m6a
factor(sdist)139,0.09076905739495848,0.20995338388478052,0.43232957581084414,0.6655087926018419,m6a
factor(sdist)141,-0.0015509939773491583,0.21479180780174123,-0.007220917749250328,0.9942386978662616,m6a
factor(sdist)142,0.08559161540837229,0.1929417033345202,0.44361386848531387,0.6573288792411394,m6a
factor(sdist)143,0.0566102747646189,0.19363668382606486,0.29235304822442304,0.7700211909083569,m6a
factor(sdist)144,0.06622637685031545,0.19984152971024322,0.33139446513614684,0.7403516836892754,m6a
factor(sdist)145,5.987759146417148e-4,0.1977807028041457,0.0030274738948352234,0.9975844736974175,m6a
factor(sdist)146,0.186236971283977,0.18843794555905727,0.988319898794532,0.323013697539451,m6a
factor(sdist)147,0.11732880958134177,0.19377232812921003,0.6054982706462881,0.5448581415368592,m6a
factor(sdist)148,0.4230741665333297,0.1972752828634461,2.1445878084290038,0.03200359591338924,m6a
factor(sdist)150,0.2803375083634525,0.193683657052322,1.4473988803697657,0.14780843538122265,m6a
factor(sdist)151,0.4034706326153544,0.19068086948197616,2.1159470990008877,0.03436754468529525,m6a
factor(sdist)152,0.35966384575108695,0.17605288485883758,2.042930713912879,0.0410786562527478,m6a
factor(sdist)153,0.3762264962085088,0.18318415488516154,2.0538157159082115,0.040012728252795136,m6a
factor(sdist)154,0.4056764779616109,0.17994777125411848,2.254412350507654,0.024186183856499288,m6a
factor(sdist)155,0.23354696844886066,0.18245744841383096,1.2800078619928619,0.20056434270923226,m6a
factor(sdist)156,0.13890754913918474,0.19008902433580438,0.7307499716227471,0.46494455489705133,m6a
factor(sdist)157,0.15494677814662505,0.20847763179712542,0.7432297499302346,0.45735551477468184,m6a
factor(sdist)159,0.26560786540742526,0.17929688727572984,1.4813858145733616,0.13852710735385293,m6a
factor(sdist)160,0.34511979896848294,0.18384918035918474,1.8771897611630632,0.06051361449658104,m6a
factor(sdist)161,0.1553827832850824,0.2042671386298325,0.7606841919231216,0.44685899076305724,m6a
factor(sdist)162,0.3336411757716738,0.20739910202725678,1.608691515587305,0.10770717075872763,m6a
factor(sdist)163,0.2183218661972373,0.19605820615475442,1.1135563793994399,0.2654893541000139,m6a
factor(sdist)164,0.2116601813836508,0.20907249129787936,1.0123769993350518,0.31137595651791405,m6a
factor(sdist)165,0.4556153197912737,0.1823841835216292,2.4981076264063304,0.012497615968234193,m6a
